ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID
14568,76,2005,5200,63000,325,32.09999847,1.799999952,1,5
14569,69,2017,34948,27000,20,61.40000153,2.099999905,1,3
14570,75,2016,49948,6200,555,28,5.5,1,5
14571,32,2016,61948,16000,325,30.39999962,4,1,5
14572,32,2016,73948,4000,325,30.10000038,4,1,5
14573,75,2011,149948,3000,570,21.39999962,6.199999809,1,5
14574,38,2018,30948,16000,145,47.90000153,2.099999905,1,1
14575,69,2012,10948,107000,265,36.70000076,3.5,1,5
14576,32,2019,139948,12000,145,21.39999962,4,1,5
14577,35,2017,19750,15258,30,64.19999695,2.099999905,1,1
14578,13,2020,32980,606,145,35.79999924,2,1,5
14579,13,2020,26980,1000,145,62.79999924,1.5,1,1
14580,24,2019,23750,278,145,55.40000153,2,1,1
14581,37,2019,67980,5500,145,21.70000076,4,1,5
14582,35,2016,18980,41713,125,56.59999847,2.099999905,1,1
14583,24,2017,15890,24841,150,68.90000153,1.5,1,1
14584,25,2017,19890,30281,150,60.09999847,2.099999905,1,1
14585,38,2019,56800,2483,145,29.5,3,1,5
14586,24,2017,17513,14128,150,68.90000153,2.099999905,1,1
14587,25,2014,15701,20498,20,64.19999695,2.099999905,1,1
14588,25,2019,26601,9949,150,64.19999695,2,1,1
14589,25,2016,17672,31656,30,64.19999695,2.099999905,1,1
14590,31,2015,20769,21874,165,51.40000153,3,1,1
14591,31,2017,22270,13398,165,52.29999924,3,1,1
14592,34,2015,34129,13581,330,36.20000076,3,1,1
14593,75,2017,20601,16730,150,70.59999847,2.099999905,1,1
14594,30,2016,25077,13887,165,49.59999847,3,1,1
14595,75,2017,21609,2780,30,70.59999847,2.099999905,1,1
14596,75,2018,22914,8725,145,47.90000153,2,1,5
14597,25,2016,19328,25042,30,64.19999695,2.099999905,1,1
14598,25,2019,29546,7990,145,54.29999924,2,1,1
14599,37,2019,35611,26153,145,45.59999847,3,1,1
14600,25,2017,15311,31371,20,65.69999695,2.099999905,1,1
14601,13,2020,28128,2563,145,47.90000153,1.299999952,1,5
14602,13,2019,23184,1173,145,44.79999924,1.299999952,2,5
14603,13,2017,15787,24092,20,70.59999847,2.099999905,1,1
14604,37,2018,30682,14517,145,56.5,2.099999905,1,1
14605,13,2019,25701,11000,150,56.5,2,1,1
14606,25,2020,31790,3500,145,64.19999695,2,1,5
14607,13,2019,25190,2471,145,56.5,2,1,1
14608,76,2014,15990,43955,205,43.5,1.799999952,1,5
14609,30,2018,34990,18837,150,47.90000153,2.900000095,1,1
14610,37,2019,30799,9886,145,41.5,2.099999905,1,1
14611,25,2017,19743,16509,145,61.40000153,2.099999905,1,1
14612,25,2019,24055,7475,145,61.40000153,2,1,1
14613,24,2019,20945,13661,145,45.59999847,1.299999952,1,5
14614,25,2019,28524,8263,145,57.70000076,2,1,1
14615,31,2019,24541,10279,145,67.30000305,2,1,1
14616,31,2017,20880,37000,30,65.69999695,2,1,1
14617,13,2006,2880,66000,160,52.29999924,2,1,1
14618,28,2010,5880,40000,300,34,1.799999952,1,5
14619,25,2015,14940,43000,20,64.19999695,2.099999905,1,1
14620,76,2004,4890,46000,330,28,3.5,1,5
14621,75,2010,16990,18000,555,29.10000038,3.5,1,5
14622,24,2010,3890,71000,240,40.90000153,1.5,1,5
14623,24,2011,3990,90000,240,40.90000153,1.5,1,5
14624,13,2011,3440,74000,150,54.29999924,2,2,1
14625,38,2020,48995,3000,145,36.70000076,2,1,1
14626,76,2008,5980,60000,280,34.40000153,1.799999952,1,5
14627,31,2015,13990,52000,125,60.09999847,2.099999905,1,1
14628,27,2016,14480,84000,200,42.79999924,2,1,5
14629,31,2010,6980,79000,300,35.29999924,1.799999952,2,5
14630,25,2014,11290,48000,145,56.5,2.099999905,1,1
14631,31,2011,5740,115000,160,52.29999924,2.099999905,2,1
14632,82,2017,31980,16000,145,44.79999924,2.099999905,1,1
14633,27,2014,15990,45000,30,62.79999924,2.099999905,1,1
14634,24,2015,11240,47000,125,56.5,2.099999905,1,1
14635,37,2019,37980,6200,145,34,3,1,5
14636,25,2019,28980,5500,145,60.09999847,2,1,1
14637,25,2019,23280,3908,145,44.09999847,1.5,1,5
14638,25,2019,32980,2000,145,64.19999695,2,1,1
14639,51,2008,5990,110000,555,28.79999924,3,1,1
14640,13,2013,7300,54000,30,65.69999695,1.799999952,1,1
14641,69,2014,41980,26000,555,28,5.5,1,5
14642,34,2007,7340,104000,570,28.79999924,3,1,1
14643,34,2007,8490,74000,570,28.79999924,3,1,1
14644,25,2009,4480,130000,300,37.70000076,3,1,1
14645,69,2016,24880,75000,190,42.40000153,3.5,1,3
14646,31,2015,17480,22000,140,53.29999924,3,1,1
14647,31,2007,4880,58000,315,37.20000076,3,1,1
14648,69,2015,38980,11000,270,33.20000076,4.699999809,1,5
14649,76,2010,7495,59147,300,36.20000076,1.799999952,2,5
14650,25,2007,3790,99000,555,28.79999924,2.5,1,5
14651,25,2007,3890,87000,325,32.5,1.799999952,1,5
14652,26,2015,17863,14360,20,62.79999924,2.099999905,4,1
14653,35,2015,17624,29505,125,55.40000153,2.099999905,1,1
14654,13,2018,18220,10361,145,68.90000153,1.5,1,1
14655,75,2017,18775,19522,30,70.59999847,2.099999905,1,1
14656,75,2017,20745,23103,30,70.59999847,2.099999905,1,1
14657,13,2019,18118,15561,145,68.90000153,1.5,1,1
14658,13,2019,17990,14783,145,65.69999695,1.5,1,1
14659,75,2019,28491,9477,145,47.09999847,2,4,5
14660,13,2018,18888,11565,145,67.30000305,1.5,1,1
14661,13,2019,19840,6781,145,28.5,1.299999952,1,5
14662,13,2019,18241,15722,145,65.69999695,1.5,1,1
14663,13,2019,18141,15689,145,65.69999695,1.5,1,1
14664,39,2016,37385,21169,305,37.20000076,3,1,1
14665,30,2017,26166,9165,150,51.40000153,3,1,1
14666,24,2019,24616,3710,145,55.40000153,2,1,1
14667,25,2019,30403,3000,145,46.29999924,1.5,1,5
14668,75,2019,30670,3000,145,47.09999847,2,1,5
14669,25,2020,30960,3000,145,64.19999695,2,1,1
14670,13,2020,24107,3500,145,62.79999924,1.5,1,1
14671,25,2019,24510,11368,145,58.90000153,1.600000024,1,1
14672,34,2016,35371,14253,325,36.20000076,3,1,1
14673,37,2019,33729,11301,145,56.5,2.099999905,1,1
14674,25,2019,29623,7500,145,64.19999695,2,1,1
14675,25,2019,27964,5617,145,57.70000076,2,1,1
14676,24,2019,21394,9573,145,45.59999847,1.299999952,1,5
14677,24,2019,20882,14257,145,45.59999847,1.299999952,1,5
14678,30,2019,37352,3000,150,45.59999847,2,1,1
14679,25,2018,18051,11319,145,65.69999695,1.600000024,1,1
14680,25,2019,24433,2326,145,46.29999924,1.5,1,5
14681,37,2019,37116,6250,145,40.90000153,2,1,1
14682,35,2019,22375,13850,145,67.30000305,2.099999905,1,1
14683,25,2019,24915,13101,145,61.40000153,2,1,1
14684,31,2019,29991,10356,145,70.59999847,2,1,1
14685,13,2019,22596,5382,145,62.79999924,1.5,1,1
14686,13,2019,22730,1521,145,56.5,2,1,1
14687,25,2019,26154,14696,145,56.5,2,1,1
14688,31,2020,35438,3500,145,42.79999924,2,1,1
14689,25,2019,27980,3168,145,55.40000153,2,1,1
14690,25,2019,28250,3477,145,61.40000153,2,1,1
14691,24,2019,23280,6441,145,44.09999847,1.299999952,1,5
14692,25,2017,15700,19023,145,65.69999695,2.099999905,1,1
14693,27,2017,18790,8423,150,67.30000305,2.099999905,1,1
14694,38,2020,54995,6700,150,32.79999924,3,1,1
14695,13,2018,20450,6511,150,65.69999695,1.5,1,1
14696,13,2014,11980,66690,20,64.19999695,2.099999905,1,1
14697,25,2017,19890,26878,150,48.70000076,2,1,5
14698,35,2018,20350,24556,145,56.5,2.099999905,1,1
14699,31,2017,22890,34934,150,61.40000153,2,1,1
14700,13,2017,18890,7875,150,53.29999924,1.600000024,1,5
14701,24,2017,15480,23290,20,68.90000153,2.099999905,1,1
14702,31,2016,16480,48889,125,58.90000153,2.099999905,1,1
14703,27,2017,20480,31949,150,58.90000153,2.099999905,1,1
14704,37,2016,25780,34358,125,56.5,2.099999905,1,1
14705,25,2017,21000,25000,140,134.5,2,1,3
14706,35,2016,17800,34092,125,56.59999847,2.099999905,1,1
14707,24,2019,20700,14931,145,45.59999847,1.299999952,1,5
14708,25,2016,17890,44184,125,50.40000153,2,1,5
14709,25,2009,4200,96000,235,42.20000076,2.099999905,1,1
14710,31,2017,20998,21352,20,72.40000153,2,4,1
14711,35,2015,18998,33114,125,56.5,2.099999905,4,1
14712,25,2017,24998,28234,160,43.5,2,4,5
14713,26,2015,17498,15557,125,50.40000153,1.600000024,2,5
14714,25,2016,19498,22803,30,61.40000153,2.099999905,4,1
14715,25,2018,23498,17093,145,67.30000305,2.099999905,4,1
14716,31,2014,15998,43125,200,45.59999847,3,4,1
14717,69,2016,28498,30135,200,47.90000153,3,4,1
14718,26,2015,16498,25920,125,51.40000153,1.600000024,2,5
14719,37,2020,37998,5538,150,40.90000153,2,4,1
14720,25,2014,16995,37600,30,64.19999695,2.099999905,1,1
14721,13,2016,27995,13000,200,40.90000153,2,1,5
14722,69,2015,29995,17700,200,48.70000076,3,1,1
14723,37,2017,26995,37950,145,56.5,2.099999905,4,1
14724,25,2017,24995,14000,145,47.09999847,2,1,5
14725,38,2016,29995,27700,200,47.90000153,2.099999905,1,1
14726,13,2019,18995,21400,145,53.29999924,1.299999952,4,5
14727,24,2015,11995,41500,20,67.30000305,1.5,4,1
14728,32,2015,52995,34400,570,25.20000076,3,4,1
14729,31,2017,23995,19300,30,65.69999695,2,4,1
14730,31,2015,17698,27622,145,54.29999924,3,4,1
14731,30,2014,15998,31815,145,54.29999924,2.099999905,4,1
14732,31,2016,20298,25273,145,54.29999924,3,4,1
14733,25,2014,12998,52712,20,64.19999695,2.099999905,4,1
14734,13,2013,11998,54060,30,64.19999695,2.099999905,4,1
14735,25,2017,17998,59858,145,64.19999695,2.099999905,4,1
14736,35,2016,16998,50543,125,56.5,2.099999905,4,1
14737,69,2019,48998,375,145,52.29999924,3,4,1
14738,25,2019,28998,22,145,48.70000076,1.600000024,2,5
14739,31,2019,46998,3325,145,32.5,3,4,5
14740,13,2017,17498,16244,145,74.30000305,1.5,4,1
14741,69,2016,26498,36121,200,47.90000153,3,4,1
14742,24,2013,8998,46108,30,64.19999695,1.799999952,4,1
14743,35,2016,19498,27846,125,56.5,2.099999905,4,1
14744,31,2017,20498,20195,20,72.40000153,2,4,1
14745,25,2018,22998,18739,150,60.09999847,2.099999905,4,1
14746,25,2016,12998,53453,20,70.59999847,2.099999905,2,1
14747,25,2016,22998,23090,30,65.69999695,2.099999905,4,1
14748,69,2015,27998,14158,200,47.90000153,3,4,1
14749,69,2015,26498,27343,200,48.70000076,3,4,1
14750,82,2017,27998,58590,235,44.79999924,2.200000048,4,1
14751,31,2019,36998,5211,145,70.59999847,2,4,1
14752,37,2017,26998,9172,145,56.5,2.099999905,4,1
14753,31,2015,19498,26999,160,51.40000153,3,4,1
14754,25,2019,25498,8150,145,60.09999847,1.600000024,4,1
14755,31,2019,28998,26100,145,65.69999695,2,4,1
14756,25,2019,24998,9344,145,55.40000153,2,4,1
14757,35,2020,27998,3930,150,35.79999924,1.600000024,4,5
14758,37,2019,35998,7540,145,40.90000153,2,4,1
14759,37,2019,32998,12831,145,44.79999924,2,4,1
14760,38,2016,24998,42913,200,47.90000153,2.099999905,4,1
14761,25,2017,21498,20981,30,64.19999695,2.099999905,4,1
14762,31,2017,20998,22930,145,72.40000153,2,4,1
14763,69,2016,25498,44072,200,47.90000153,3,4,1
14764,24,2015,13498,20789,20,67.30000305,1.5,4,1
14765,13,2016,16998,29160,20,67.30000305,2.099999905,4,1
14766,75,2019,32998,2403,145,47.09999847,2,4,5
14767,24,2019,21498,4653,145,45.59999847,1.299999952,2,5
14768,31,2014,13998,33404,125,58.90000153,2.099999905,4,1
14769,25,2017,18998,23760,30,64.19999695,2.099999905,4,1
14770,25,2016,17998,26100,20,68.90000153,2.099999905,2,1
14771,25,2019,28498,4285,145,61.40000153,2,4,1
14772,25,2016,18998,28388,30,64.19999695,1.600000024,4,1
14773,13,2019,19498,14899,145,68.90000153,1.5,4,1
14774,25,2017,20998,16902,145,60.09999847,2.099999905,4,1
14775,24,2019,20998,10713,145,45.59999847,1.299999952,4,5
14776,51,2015,21498,43339,200,39.20000076,2.099999905,4,1
14777,31,2017,19998,46230,145,67.30000305,2,4,1
14778,75,2017,19498,29114,30,70.59999847,2.099999905,4,1
14779,31,2016,20498,37915,160,51.40000153,3,4,1
14780,75,2017,22498,11534,145,70.59999847,2.099999905,4,1
14781,75,2017,20998,18739,145,70.59999847,2.099999905,4,1
14782,31,2017,20998,27671,145,72.40000153,2,4,1
14783,13,2015,18998,23247,200,42.79999924,2,4,5
14784,25,2018,27498,9255,145,57.70000076,2,4,1
14785,25,2016,16998,26973,30,65.69999695,1.600000024,4,1
14786,31,2017,22998,16910,145,65.69999695,2,4,1
14787,69,2015,24498,28191,200,47.90000153,3,4,1
14788,25,2018,27498,12491,145,65.69999695,2.099999905,4,1
14789,13,2015,16998,39587,200,42.79999924,2,4,5
14790,35,2015,17998,42942,200,42.79999924,2,4,5
14791,37,2016,23498,46259,125,56.5,2.099999905,4,1
14792,13,2017,18298,7919,145,68.90000153,2.099999905,4,1
14793,13,2019,22998,3770,150,53.29999924,1.299999952,4,5
14794,25,2014,26998,24175,570,23.5,6.199999809,4,5
14795,82,2018,19998,14941,145,46.29999924,2.099999905,2,1
14796,82,2018,19498,21525,145,46.29999924,2.099999905,2,1
14797,25,2014,15998,26216,30,64.19999695,2.099999905,4,1
14798,25,2013,9298,80485,145,54.29999924,2.099999905,4,1
14799,26,2014,17298,33274,30,62.79999924,2.099999905,4,1
14800,25,2018,20489,16900,145,61.40000153,2.099999905,4,1
14801,51,2013,15990,51800,200,44.79999924,2.099999905,1,1
14802,13,2013,9995,47000,20,68.90000153,1.799999952,4,1
14803,34,2014,24498,67833,325,35.29999924,3,1,1
14804,82,2016,26490,32494,200,45.59999847,2.200000048,4,1
14805,13,2018,22990,5491,145,45.59999847,2,4,5
14806,13,2018,19995,2348,145,53.29999924,1.299999952,4,5
14807,35,2017,17850,18692,145,48.70000076,1.600000024,2,5
14808,13,2016,15000,30761,30,62.79999924,2.099999905,2,1
14809,25,2017,13800,34015,145,70.59999847,2.099999905,2,1
14810,82,2018,20498,22011,145,46.29999924,2.099999905,2,1
14811,25,2014,15498,36243,30,64.19999695,2.099999905,4,1
14812,13,2019,18995,3150,145,65.69999695,1.5,4,1
14813,25,2017,20995,33000,145,58.90000153,2.099999905,4,1
14814,25,2018,31995,11300,150,36.20000076,3,4,5
14815,13,2017,16995,25800,150,68.90000153,2.099999905,4,1
14816,26,2015,17995,41100,20,67.30000305,2.099999905,1,1
14817,37,2016,28995,31600,145,56.5,2.099999905,4,1
14818,82,2018,35995,7000,145,45.59999847,2.200000048,1,1
14819,25,2017,23995,32800,30,65.69999695,2.099999905,4,1
14820,35,2015,16998,42129,125,56.5,2.099999905,4,1
14821,37,2016,21998,49986,125,56.5,2.099999905,4,1
14822,35,2017,30498,20085,145,38.20000076,2,4,5
14823,25,2019,27698,14999,145,55.40000153,2,4,1
14824,25,2016,27498,37941,260,35.79999924,3,4,5
14825,25,2019,32498,11301,145,61.40000153,2,4,1
14826,38,2019,54498,6279,145,32.79999924,3,4,1
14827,34,2016,34998,32726,325,36.20000076,3,4,1
14828,37,2016,28998,16742,145,56.5,2.099999905,4,1
14829,25,2019,24498,12629,145,61.40000153,2.099999905,4,1
14830,75,2017,20998,13526,145,47.90000153,2,4,5
14831,31,2015,19698,23578,150,54.29999924,3,4,1
14832,13,2018,23498,5189,150,53.29999924,1.299999952,4,5
14833,13,2019,21498,6324,145,65.69999695,1.5,4,1
14834,13,2019,21498,5685,145,65.69999695,1.5,4,1
14835,75,2019,64998,313,145,31.39999962,4.699999809,4,5
14836,31,2015,19498,17167,145,54.29999924,3,4,1
14837,25,2015,12298,68718,125,53.29999924,2,4,5
14838,75,2017,21998,4657,145,70.59999847,2.099999905,4,1
14839,38,2016,24998,30121,205,47.90000153,2.099999905,4,1
14840,37,2017,29998,23326,150,56.5,2.099999905,4,1
14841,31,2016,15635,30132,30,64.19999695,2.099999905,4,1
14842,25,2018,20685,21929,145,64.19999695,2.099999905,4,1
14843,31,2017,19498,33037,150,72.40000153,2,4,1
14844,39,2018,46998,9182,145,37.20000076,3,4,1
14845,25,2016,20498,27968,125,60.09999847,2.099999905,4,1
14846,38,2017,30298,14786,200,47.90000153,2.099999905,4,1
14847,31,2015,20298,28056,160,51.40000153,3,4,1
14848,37,2017,37998,20418,145,34,3,4,5
14849,38,2017,28998,31322,145,42.79999924,3,4,1
14850,25,2014,15298,41416,30,64.19999695,2.099999905,4,1
14851,37,2016,22998,30162,125,56.5,2.099999905,4,1
14852,37,2018,31998,11605,145,56.5,2.099999905,4,1
14853,31,2019,36998,629,145,32.90000153,2,4,5
14854,35,2016,15998,52029,125,56.5,2.099999905,4,1
14855,35,2015,18498,22888,125,55.40000153,2.099999905,4,1
14856,37,2016,24998,30639,125,56.5,2.099999905,4,1
14857,37,2018,33998,7220,145,56.5,2.099999905,4,1
14858,25,2019,33998,3814,145,44.09999847,1.5,4,5
14859,25,2019,32998,17,145,46.29999924,1.5,4,5
14860,30,2016,21998,29306,160,51.40000153,3,4,1
14861,38,2016,28698,22707,200,47.90000153,2.099999905,4,1
14862,25,2018,19998,15383,145,46.29999924,1.5,4,5
14863,30,2019,44498,5428,145,47.90000153,2.900000095,4,1
14864,25,2015,13998,24010,20,72.40000153,1.600000024,2,1
14865,38,2017,30498,19605,260,42.79999924,3,4,1
14866,25,2019,24498,15838,145,61.40000153,2,4,1
14867,75,2016,18498,33502,30,70.59999847,2.099999905,4,1
14868,13,2018,18998,12386,145,68.90000153,1.5,4,1
14869,25,2016,16498,37080,20,64.19999695,2.099999905,4,1
14870,37,2016,23998,42809,125,56.5,2.099999905,4,1
14871,26,2015,19498,20820,20,67.30000305,2.099999905,4,1
14872,25,2016,15498,73582,30,61.40000153,2.099999905,4,1
14873,31,2017,19498,47007,30,65.69999695,2,4,1
14874,30,2019,39998,926,145,45.59999847,2,4,1
14875,31,2019,38998,378,145,57.70000076,2,4,1
14876,75,2019,32998,17,145,47.09999847,2,4,5
14877,37,2019,34998,423,145,56.5,2.099999905,4,1
14878,13,2019,20998,9651,145,56.5,2,4,1
14879,69,2015,27498,35236,200,47.90000153,3,4,1
14880,75,2017,20298,20055,30,70.59999847,2.099999905,4,1
14881,13,2018,21998,15450,150,53.29999924,1.299999952,4,5
14882,13,2019,21998,19324,150,53.29999924,1.299999952,4,5
14883,13,2016,21998,17171,165,45.59999847,2,4,5
14884,31,2016,19498,33249,145,54.29999924,3,4,1
14885,31,2016,18998,23951,125,58.90000153,2.099999905,4,1
14886,31,2017,21998,16062,145,52.29999924,3,4,1
14887,13,2017,15245,22969,145,68.90000153,1.5,2,1
14888,25,2014,10995,98000,20,68.90000153,2.099999905,2,1
14889,13,2013,9995,83000,20,70.59999847,1.5,2,1
14890,31,2017,23995,16820,145,51.40000153,3,4,1
14891,75,2016,28650,9262,260,36.70000076,3,4,5
14892,51,2015,21998,37963,205,39.20000076,2.099999905,4,1
14893,25,2014,15698,39920,30,64.19999695,2.099999905,4,1
14894,82,2018,20498,25254,145,46.29999924,2.099999905,2,1
14895,31,2019,39998,2675,135,134.5,2,4,3
14896,35,2015,18498,18106,125,56.59999847,2.099999905,4,1
14897,25,2016,18498,31891,0,134.5,2,4,3
14898,37,2015,24498,23487,125,56.5,2.099999905,4,1
14899,82,2018,20498,20841,145,46.29999924,2.099999905,2,1
14900,82,2018,20498,22033,145,46.29999924,2.099999905,2,1
14901,25,2019,31998,2000,145,42.20000076,2,4,5
14902,25,2019,29998,28000,145,44.09999847,2,4,5
14903,25,2019,24998,22400,145,44.09999847,1.5,4,5
14904,69,2015,26498,34434,200,48.70000076,3,4,1
14905,25,2019,32998,2878,145,42.20000076,2,4,5
